sample	amglyccycl	arylpolyene	bacteriocin	blactam	butyrolactone	cyanobactin	ectoine	fused	head_to_tail	hserlactone	indole	ladderane	lantipeptide	lassopeptide	microviridin	nrps	oligosaccharide	other	otherks	phenazine	phosphonate	proteusin	PUFA	resorcinol	sactipeptide	siderophore	t1pks	t2pks	t3pks	terpene	thiopeptide	transatpks
sim_meta-5	0	29.308447	131.675634	0	0	8.42244	20.46538	0	1.77265	20.814197	2.68959	1.95465	32.26235	11.847882	0	140.293239	0	31.380898	19.170739	5.21512	4.762094	1.04367	11.0203	1.68692	0	18.383331	89.11153	0	24.138603	77.692225	0	8.04757
sim_meta-50	0	33.368953	86.609713	0	1.34704	1.727475	16.842398	0	0	21.204818	0	3.2356	27.167022	10.402021	0.565704	89.396591	0	30.10568	17.868035	1.72598	4.850697	0	7.35564	7.42075	0	10.584217	56.350739	3.2356	22.028483	114.34324	0	11.904917
sim_meta-51	1.2844	39.131639	107.768117	0.829702	2.227681	0	8.6823659	1.61804	0	20.65902	5.462921	3.05653	22.773275	8.534947	0	85.977399	1.21053	27.817768	14.81992	2.566075	0	0	10.06684	10.87475	1.91862	29.080529	53.051221	2.282178	22.772631	90.180002	1.805169	2.78756
sim_meta-52	0	40.148912	86.355109	0	0	0	10.851752	0	0	18.045577	7.9306	0	25.709227	23.851952	0	125.655936	0	18.329888	2.40817	4.66917	8.70328	0	2.40817	0	6.9951	9.00355	35.134435	0	15.659123	63.246353	0	12.71008
sim_meta-53	0.595599	36.08156	83.582881	0	3.217262	1.690589	26.006288	0	0	14.10098	0	2.31119	13.722643	6.086169	0.604884	92.331616	0	21.15455	17.568721	0	4.243515	0	9.86683	6.24316	0	19.201568	50.937799	3.247074	17.018603	96.101102	0	4.146352
sim_meta-54	1.594442	16.647788	142.6014831	0	4.38749	0.348539	20.260496	0	0	28.803358	0	2.900933	16.155724	10.149613	0	83.1126116	0	17.199787	20.861042	0	5.180759	1.113	6.265444	5.252687	0.2040877	7.760225	46.312368	1.65315	26.942842	122.6367995	0.227188	2.62941
sim_meta-55	0	25.258382	86.128415	0	0	2.8942	15.764615	0	0	14.485009	0	0	2.856607	14.56594	0	77.982653	0	29.198456	10.03302	0	2.062521	4.08467	2.73166	3.138245	7.27409	12.820932	16.453278	0	31.17164	121.571106	0	10.93865
sim_meta-56	0	27.88054	136.780698	0	2.08264	2.90658	36.07255	0	0	27.215443	0	0	13.2847	4.157198	0	62.529786	0	10.183489	7.230181	0	1.67002	0	6.3849	8.32843	0	9.71996	12.62138	0	21.12817	117.11856	0	0
sim_meta-57	0	32.60009	145.399747	2.15572	1.89823	0.580395	16.957079	0	0	18.514454	2.23563	8.66643	29.196949	18.098757	0.660656	174.571409	0	29.14696	16.714372	0	12.25137	0	10.37914	7.07739	0	14.94831	95.545691	2.07794	15.205886	110.964233	0	0
sim_meta-58	0	26.919629	75.595337	2.17308	1.88355	1.21348	45.650032	0	0	27.682851	2.23023	4.45626	8.51707	24.24895	1.22804	49.24983	0	12.59063	17.40378	0	4.77913	0	6.43506	6.78348	0	17.991881	32.053403	2.20179	12.87357	103.48599	0	0
sim_meta-59	0	28.454511	76.538676	0	4.0327	0	18.26761	0	0	29.568926	0	0	2.83032	8.57105	0	55.419468	0	20.67148	5.36137	0	0	5.70828	0	0.774497	0	9.628743	15.167088	0	0	48.19056	0	0
sim_meta-6	3.52675	29.852191	72.699869	1.82576	2.92854	2.468722	23.404283	1.80343	0	30.253317	2.09933	3.798	22.027334	18.076067	0.370201	79.205701	0	19.610669	18.325008	0	2.824147	0	7.93914	10.906523	0.22763	20.319073	39.308474	6.985351	41.810971	147.074491	2.332176	3.299119
sim_meta-60	0	35.995115	146.56026	0	1.50364	1.34983	12.55875	0	0.598863	11.384779	6.44064	6.32379	42.506481	13.869362	2.66753	152.060424	0	23.002932	15.374115	2.89794	4.080176	0	7.757395	7.130539	0	10.536163	98.938139	4.37944	42.01796	110.881381	0	19.186278
sim_meta-61	0	33.396436	130.193501	0	0	0	34.760569	0	0	43.042931	0	1.64389	12.44862	2.625527	0	89.595084	0	7.809234	19.33649	0	0	0	11.58241	10.03316	0.692242	19.552142	36.531607	1.64389	27.87977	97.204824	0	1.65407
sim_meta-62	2.98214	39.437411	120.3997901	0	2.049287	0.926402	32.312459	0	0	29.016487	1.78968	0.156545	27.039615	28.837093	0.949923	114.163379	0	21.038548	11.08805	0	5.28259	1.42821	7.44908	8.253479	0.735471	17.190353	42.988553	0	17.206975	87.6845402	0	6.51032
sim_meta-63	0	42.115292	100.002501	0	5.545043	0.9735433	26.361263	0	0	26.374325	4.286242	1.1437603	20.489807	10.6085481	1.643696	89.772075	0	17.688131	13.067481	0	2.336045	2.05124	5.533227	8.4243991	1.24191	25.703706	44.90886	0	24.007978	109.9901984	0	12.6434
sim_meta-64	0	11.766018	122.90866	0	0	0	61.56607	0	0	35.926466	0	0	1.20088	1.51143	0	53.548898	0	23.91912	14.13336	0	3.28459	1.64477	8.47709	0	0	46.52443	48.940941	0	18.03892	99.775463	0	0
sim_meta-65	10.28778	6.23516	74.484265	0	11.390393	0	24.160054	5.9703	0	29.66641	10.35177	8.27437	56.429228	7.35009	0	117.6645	4.11829	64.196375	15.66884	3.17208	9.78917	0	2.60854	3.93111	12.14049	24.77117	87.229721	8.3919	26.86755	116.417456	5.03269	11.14092
sim_meta-66	0	33.503425	159.9967577	0	0	0.288899	12.549401	0	1.01776	27.717744	0	1.06007	19.825675	12.423626	0.364852	83.50925	0	20.3119166	11.328538	3.58365	2.072776	0	5.31082	7.840286	1.98482	11.135411	36.598033	0.619672	32.296662	112.566728	0	1.38626
sim_meta-67	0.864222	29.55513	124.2926297	0	0.81095	4.321644	17.698887	0.538752	1.7239	15.003131	0.438753	6.964543	61.070039	11.495682	0.743906	127.468041	0	17.198586	33.023553	3.72191	6.190777	0.36443	18.621882	9.984713	0.422967	20.594159	87.404481	5.843199	18.845972	91.2753138	0.712028	14.077334
sim_meta-68	0	32.35478	96.29782	0	0	0	18.531608	0	0	42.122783	0	0.391853	13.942203	6.5836	0	98.813681	0	33.481325	16.132849	1.994	5.340464	0	5.123439	7.61168	0	17.34514	46.450917	0.474233	19.9451461	105.428609	0.495658	1.64248
sim_meta-69	1.40757	58.77508	114.756295	0	1.69909	4.304704	11.208502	1.63544	0	26.272907	4.06556	3.031488	7.012851	7.560311	1.927676	58.343228	1.13059	20.690828	20.996941	0	0.42489	0	11.45579	8.816911	0	26.72778	44.46404	1.39044	24.031448	80.78903	2.008848	1.34599
sim_meta-7	3.34362	39.972613	101.2638457	0	4.314224	0.239273	17.731692	1.29199	0	31.0166683	5.72398	1.582071	21.195668	14.8436445	0	122.683243	1.06019	39.837006	12.556684	2.432364	3.029901	0	3.798998	11.879566	0	11.137392	52.329556	1.3886	35.562665	116.2255697	1.28091	9.145362
sim_meta-70	2.36973	23.87266	92.00206	0	2.53476	0	7.22837	2.58324	0	26.32176	5.20406	2.45607	12.2161	14.56649	0	54.73611	2.03421	14.7552	18.411217	0	5.26841	0	11.50341	3.82451	0	23.58375	31.293217	2.4643	35.7419	116.371524	2.51263	7.96997
sim_meta-71	0	35.966312	119.913252	0	3.47963	0	13.915306	0	0	19.431004	0	0	6.32274	7.4103	0	50.006994	0	3.176469	12.46453	0	3.51387	0	3.37806	16.79501	0	8.742843	31.19171	0	17.076511	111.074315	0	0
sim_meta-72	2.05168	39.780231	106.776246	0	2.43686	0	16.727679	2.11802	0	37.226487	0	0	15.438806	21.630412	0	70.424301	0	15.078034	12.138281	0.8055	0	0.370284	8.914401	13.556789	1.016163	18.119139	46.88374	4.06974	26.677658	73.159214	2.376183	3.758345
sim_meta-73	1.55866	35.688315	141.384001	0	1.46596	4.104341	24.2497	0	2.09961	24.336688	3.185131	3.08994	11.898465	4.129868	1.103413	74.470166	0	20.529144	13.791425	0	4.36368	0	10.16379	6.647528	9.44121	12.503824	31.844742	0	22.842573	89.475371	0	6.17238
sim_meta-74	0	34.789434	134.105735	0	0	3.464995	19.208004	0	2.90992	32.116583	0	6.527297	42.575811	13.695173	0.621724	91.784502	0	26.535629	13.950392	2.78513	8.35313	1.30572	5.53784	11.1784	1.41238	16.972475	52.500566	2.91919	21.358082	70.723237	0.484341	8.42639
sim_meta-75	0	45.88208	124.30538	0	0	0	6.68189	0	0	27.764145	4.22766	2.4965	21.00434	1.4633	0	122.055973	0	9.41651	13.981273	0	7.44128	0	6.29799	0	2.69228	17.382422	62.156648	0	17.96356	85.275166	0	11.56087
sim_meta-76	1.67821	21.359936	125.928384	0	4.168867	0.390929	25.880224	0	0	28.711378	1.74496	0.374527	12.948188	14.308318	0	109.72239	0	22.232584	7.26483	0	3.38753	3.36978	4.79059	2.230506	0	11.784412	30.318855	0	13.938661	115.957487	0	10.9577
sim_meta-77	0	31.768725	179.132919	0	3.80093	2.27049	26.33937	0	4.18786	9.929951	1.6637	4.60273	11.828665	5.44592	0	73.25223	0	8.215341	13.01126	0	8.81257	0	8.37772	1.958445	1.325003	21.008063	19.047572	0	25.92707	110.685359	0	12.91724
sim_meta-78	0	31.822621	101.8746645	0	1.54327	8.472662	16.789299	0	0	26.245108	0	0.179987	8.817844	5.333322	0	74.801912	0	39.731298	14.254586	0	2.88514	1.34482	7.980952	6.383082	0	20.434599	36.232228	0	25.555452	91.9458463	0	5.015974
sim_meta-79	3.46687	12.699376	105.260813	0	4.277764	0	33.386157	0.66403	1.56069	21.613241	2.00491	3.40064	24.558297	19.618693	0	104.369716	0	23.37401	6.627185	0	4.506099	1.543261	0.852495	3.21574	0.596388	16.904707	57.062828	1.127715	13.426856	90.079329	0.569557	8.796922
sim_meta-8	2.75672	29.137607	73.080812	0	5.59626	3.719547	31.625791	0	0	13.995641	0	0.18985	12.5751	11.945207	0	66.93799	0	30.815	8.305899	0	5.051235	0.715687	7.870858	13.755647	0	35.296525	39.737046	3.56819	8.86194	87.925441	1.79979	3.235
sim_meta-80	0	36.277554	119.0391062	0	0	0	19.554919	0	0	28.88126	0	4.92278	53.958866	22.301613	0	73.539229	0	17.574855	19.72719	4.96919	1.36468	2.15234	5.25121	9.673901	0	10.298463	61.813055	4.92278	33.510459	104.027354	0	6.38867
sim_meta-81	0	18.211393	175.091887	0	0	0	10.633674	0	0	52.787892	0	0	22.02629	2.972504	0	88.206958	0	15.61853	13.79622	9.46063	5.960295	0	6.3556	14.3257	0	17.737544	32.075412	0	32.60722	107.369105	0	5.74802
sim_meta-82	0	38.35402	69.999778	3.93029	0	0	14.31357	0	0	54.58848	4.14261	8.67813	25.394491	2.52172	0	29.757276	0	11.015277	9.42754	0	0	0	4.99659	6.75993	0.533022	19.53757	6.767091	4.17988	14.33691	70.528663	0	0
sim_meta-83	0	3.62867	86.84362	0	1.31652	0	38.26684	0	0	11.79133	0	4.42859	34.59961	3.20401	0	101.66294	0	18.65106	10.92304	4.56562	0	0	0	5.67444	0	26.09074	54.36277	4.42859	20.69193	77.26024	0	4.47019
sim_meta-84	0.724356	41.227138	133.258881	0	1.845325	0.505753	15.414291	0	2.46824	18.199078	0	2.5378	27.817208	8.23586	0.468175	43.358543	0	16.049488	13.529892	0	6.40924	0.625999	9.95431	3.673478	0	18.309333	20.208112	0	14.310583	90.783228	0	3.87525
sim_meta-85	8.30677	28.26472	82.320818	0	8.17419	0	30.443223	4.6569	0.990953	29.519815	11.07511	5.432769	20.04744	18.035169	0	99.665814	3.82293	30.515335	30.045671	0	2.888749	0	5.84487	6.05092	1.70332	30.365204	73.488425	4.50976	13.022785	91.24254	4.4925	1.47567
sim_meta-86	0	24.22848	102.367986	0	0	1.893925	16.546443	0	0	24.610033	0	0.849699	23.692571	5.078572	0	48.797123	0	24.705416	7.967465	0.457799	0	0	2.44499	11.977166	0	11.69353	31.642501	0.529055	21.363364	97.342268	0	3.055859
sim_meta-87	0	8.80253	73.97009	0	6.1209	0	6.28354	0	0	22.54671	0	1.95153	33.20595	0	0	106.80837	0	23.3825	7.00732	0	4.59686	0	0	10.76433	0	4.41128	80.45676	1.95153	25.21805	111.56182	0	2.33494
sim_meta-88	0.55702	24.95724	71.460047	0	2.181853	0	28.522268	0	0	30.538776	0	0	6.72024	8.04343	0	30.286343	0	35.121261	7.547373	0	3.99407	0	2.13578	14.00151	0	22.927921	19.971521	0.821156	20.02304	89.950663	0	2.18922
sim_meta-89	2.69378	34.01972	135.41496	0	2.9763	0	22.798163	0	0	34.597842	0	0	9.54416	4.73612	0	51.927041	0	28.42977	5.0095	7.54907	1.85465	0	0	7.67344	0	21.302408	23.302328	0	27.60843	78.9019	0	0
sim_meta-9	0	57.14869	102.279307	0	9.18615	0	19.56863	0	0	6.928169	0	0	23.46129	17.970435	0	102.402002	0	20.08642	25.040123	0	2.006366	0	19.87702	4.17471	0	8.0871	51.256086	0	23.69834	97.079717	0	0
sim_meta-90	0	18.145257	111.477108	1.0412	0	3.454134	16.794751	0	2.03134	19.34457	1.900315	8.312546	24.573799	13.356567	1.758315	94.645989	0	22.003581	9.070794	9.50026	5.076524	0	4.33915	7.897353	0.898654	6.891969	37.648363	3.28884	13.44732	59.757707	0	5.37889
sim_meta-91	0	38.190939	81.047016	0	3.763592	0	15.676953	0	0	24.404861	0	0	3.768358	5.90939	0	64.913769	0	23.887393	20.368723	0	0	0	13.89821	18.808136	0.562561	20.10649	20.85278	0	10.399587	68.069824	0	5.44181
sim_meta-92	0	47.90576	83.565163	0	0	0	17.59877	0	0	30.998728	0	0	0	32.73127	0	68.425631	0	23.12827	16.070066	4.36507	1.26399	0	10.2545	8.89979	0	28.88192	9.724709	0	5.20004	58.074695	0	0
sim_meta-93	2.91274	28.636184	95.4607	0	6.66022	0	18.624562	2.94379	0	15.626847	6.10485	2.94119	12.787602	5.502311	0	64.472723	2.59231	36.231764	16.214669	0	1.98954	0	4.93732	2.3211	0	8.34149	64.51996	2.87494	26.543994	112.152006	2.95394	0
sim_meta-94	0	33.40942093	147.203208	0	7.42381	0.451839	12.19445	0	1.21078	21.216045	0	3.003824	19.013724	13.375114	0	83.206943	0	17.053741	15.040118	1.44562	7.419149	2.267153	8.413172	14.44890893	3.334751	11.998175	25.351743	1.41863	27.792323	108.587218	0	10.137607
sim_meta-95	6.09107	9.843481	92.825923	0	6.34423	0	44.30315	0	1.232	5.959563	0	1.42411	11.762241	0	0	80.325452	0	42.252888	14.16073	0	2.50098	0	8.06966	0	0.261226	4.808923	20.749207	0	12.61806	75.517414	0	1.9747
sim_meta-96	0	33.393743	113.3124129	0	0.963302	3.81101	21.922068	0	0	18.325843	0	0	6.1717259	25.513187	0	103.5023459	0	21.2979247	14.720216	0	3.50406	0	11.97072	6.65871	0.454279	12.145072	31.8201169	0	20.00465	89.988884	0	0
sim_meta-97	0	29.43478	72.975655	0	0	0	8.186742	0	0	13.98507	0	2.46341	15.87174	8.20037	0	53.90079	0	7.294179	8.58928	0	6.2324	0	0	8.31127	17.4044	10.33481	34.168339	2.46341	23.013222	72.561285	0	2.35898
sim_meta-98	0	31.170489	67.3285121	3.7515	0.836811	0.169134	31.458993	0	0	32.913925	3.98194	7.709386	0	32.196492	0	57.904028	0	11.119381	5.36163	0	0	4.75765	5.36163	17.541704	0	12.581551	17.187374	3.71144	39.458456	126.8027183	0.436336	1.57101
sim_meta-99	1.34639	31.982795	102.970401	0	1.33631	0.773928	16.643484	1.10526	0	54.391492	4.517595	2.263112	13.222662	4.883121	1.475534	65.06499	1.1975	26.671155	20.562286	0	5.28449	0.745958	12.091058	4.036026	4.45901	17.169244	42.781309	2.073676	32.464114	96.577647	1.41727	0
